2 	0.0823223 	-1.38778e-18 	0.0885241
2 	0.246967 	-3.1225e-18 	0.0883958
2 	0.411612 	-3.46945e-18 	0.0884961
2 	0.576256 	-3.46945e-18 	0.0886424
2 	0.740901 	-6.245e-18 	0.0888748
2 	0.905546 	-9.02056e-18 	0.0891511
2 	1.07019 	-9.71445e-18 	0.0894191
2 	1.23483 	-8.67362e-18 	0.0898147
2 	1.39948 	-1.00614e-17 	0.0899416
2 	1.56412 	-1.17961e-17 	0.0906539
2 	1.65024 	-1.31839e-17 	0.0904544
2 	1.65781 	-1.42247e-17 	0.0904311
2 	1.66539 	-1.249e-17 	0.0904085
2 	1.67297 	-1.04083e-17 	0.0903899
2 	1.68054 	-6.245e-18 	0.0903715
2 	1.68812 	-7.28584e-18 	0.0903523
2 	1.6957 	-1.21431e-17 	0.0903324
2 	1.70327 	-1.21431e-17 	0.0903118
2 	1.71085 	-1.04083e-17 	0.0902906
2 	1.71843 	-1.04083e-17 	0.0902712
2 	1.72654 	-1.04083e-17 	0.0902548
2 	1.73518 	-1.249e-17 	0.0902409
2 	1.74383 	-1.63064e-17 	0.0902277
2 	1.75247 	-1.80411e-17 	0.0902138
2 	1.76111 	-1.78279e-17 	0.0901992
2 	1.76976 	7.28584e-18 	0.0901843
2 	1.7784 	1.17961e-17 	0.0901688
2 	1.78705 	1.45717e-17 	0.0901527
2 	1.79569 	1.2837e-17 	0.0901362
2 	1.80434 	1.11022e-17 	0.0901217
2 	1.81335 	1.11022e-17 	0.0901103
2 	1.82273 	1.11022e-17 	0.0901009
2 	1.83211 	1.00614e-17 	0.0900928
2 	1.84149 	1.07553e-17 	0.0900841
2 	1.85087 	1.42247e-17 	0.0900749
2 	1.86025 	1.59595e-17 	0.0900654
2 	1.86963 	1.76942e-17 	0.0900554
2 	1.87901 	1.83881e-17 	0.0900448
2 	1.88839 	1.56125e-17 	0.0900339
2 	1.89777 	1.38778e-17 	0.0900251
2 	1.90733 	1.56125e-17 	0.0900192
2 	1.91709 	1.73472e-17 	0.0900154
2 	1.92684 	1.73472e-17 	0.0900133
2 	1.9366 	1.73472e-17 	0.0900109
2 	1.94635 	1.56125e-17 	0.0900079
2 	1.9561 	1.56125e-17 	0.0900046
2 	1.96586 	1.73472e-17 	0.090001
2 	1.97561 	1.56125e-17 	0.0899968
2 	1.98537 	1.56125e-17 	0.0899924
2 	1.99512 	1.61172e-17 	0.0899896
2 	2.00488 	-3.46945e-18 	0.0899896
2 	2.01463 	-3.46945e-18 	0.0899924
2 	2.02439 	-3.46945e-18 	0.0899968
2 	2.03414 	0 	0.090001
2 	2.0439 	3.46945e-18 	0.0900046
2 	2.05365 	5.20417e-18 	0.090008
2 	2.0634 	5.20417e-18 	0.0900109
2 	2.07316 	3.46945e-18 	0.0900133
2 	2.08291 	4.51028e-18 	0.0900154
2 	2.09267 	5.55112e-18 	0.0900192
2 	2.10223 	7.28584e-18 	0.0900251
2 	2.11161 	9.02056e-18 	0.0900339
2 	2.12099 	1.00614e-17 	0.0900448
2 	2.13037 	9.36751e-18 	0.0900554
2 	2.13975 	7.63278e-18 	0.0900654
2 	2.14913 	7.63278e-18 	0.0900749
2 	2.15851 	5.89806e-18 	0.0900841
2 	2.16789 	4.16334e-18 	0.0900928
2 	2.17727 	4.16334e-18 	0.0901009
2 	2.18665 	5.89806e-18 	0.0901103
2 	2.19566 	7.63278e-18 	0.0901217
2 	2.20431 	7.63278e-18 	0.0901362
2 	2.21295 	1.11022e-17 	0.0901527
2 	2.2216 	1.35308e-17 	0.0901689
2 	2.23024 	8.71335e-18 	0.0901843
2 	2.23889 	5.55112e-18 	0.0901992
2 	2.24753 	3.81639e-18 	0.0902138
2 	2.25617 	2.08167e-18 	0.0902278
2 	2.26482 	3.46945e-19 	0.0902409
2 	2.27346 	3.46945e-19 	0.0902548
2 	2.28157 	2.08167e-18 	0.0902712
2 	2.28915 	2.08167e-18 	0.0902906
2 	2.29673 	3.81639e-18 	0.0903118
2 	2.3043 	6.59195e-18 	0.0903324
2 	2.31188 	7.63278e-18 	0.0903523
2 	2.31946 	1.21431e-17 	0.0903715
2 	2.32703 	1.49186e-17 	0.0903899
2 	2.33461 	1.14492e-17 	0.0904086
2 	2.34219 	7.97973e-18 	0.0904312
2 	2.34976 	6.245e-18 	0.0904544
2 	2.43588 	6.245e-18 	0.0906539
2 	2.60052 	6.245e-18 	0.0899416
2 	2.76517 	6.245e-18 	0.0898147
2 	2.92981 	7.28584e-18 	0.0894191
2 	3.09445 	8.32667e-18 	0.0891511
2 	3.2591 	8.32667e-18 	0.0888748
2 	3.42374 	6.59195e-18 	0.0886424
2 	3.58839 	6.59195e-18 	0.0884961
2 	3.75303 	8.32667e-18 	0.0883958
2 	3.91768 	1.13908e-17 	0.0885241
